masterid,year,northings,eastings,month1,year1,month2,year2,Deaths,Healthyfrogs,redspots.haemorrhaging,ulcers,limbbreakdown,Toads in pond,Newts in pond,Fish in pond,Other dead animals,No of other dead,Blobs of spawn,Sq feet of spawn,Urban(1)/Rural(0),Pond 1 length (m),Pond 1 width (m),Pond 1 depth (m),Pond 2 length (m),Pond 2 width (m),Pond 2 depth (m),Fishcare,slugpellets,Herbicide,Notes.1,Notes.2,Notes.3,Follow up report_Comments
2352,1997,50.797,-0.986,5,1997,8,1997,14,15,F,F,F,No,Yes,No,Giant water beetle,NA,NA,2,1,15,0.6,0.6,2.4,1.5,0.9,No,No,No,Newts not affected. Waterfall in pond 1, ,,
2353,1997,51.563,0.474,9,1997,10,1997,17,15,F,T,F,Yes,Yes,Yes,NA,NA,NA,NA,1,2.7,1.2,0.6,NA,NA,NA,No,No,No,, ,,
2354,1997,51.767,-0.336,8,1997,9,1997,8,15,F,F,F,No,Yes,Yes,NA,NA,NA,3,1,4.2,1.2,0.75,NA,NA,NA,No,No,No,"Have a small 'hatching' pond 60ft away from main pond, have had no dead frogs there", ,,
2355,1997,50.824,-0.419,7,1997,9,1997,21,15,T,F,F,No,Yes,No,NA,NA,NA,3,1,2.7,1.5,0.6,NA,NA,NA,No,No,Yes,, ,,
2356,1997,50.839,0.439,2,1997,3,1997,7,15,F,T,F,No,Yes,Yes,NA,NA,9,2.5,1,3,3,1,NA,NA,NA,No,Yes,No,"Many tadpoles died over a short period, but a few survived and grew legs. One night in late February could see moving lights in the pond - not possible from the distance to see what was causing them, but closer up the lights were not visible.", ,,
2357,1997,51.667,0.279,8,1997,NA,1997,8,30,F,F,F,No,Yes,No,NA,NA,3,NA,0,2.1,1.5,0.45,NA,NA,NA,No,No,Yes,"All dead bodies were found out of the pond, saw one frog climb out of the pond to die.", ,,
2358,1997,50.881,-0.018,7,1997,NA,1997,5,5,F,F,F,No,Yes,No,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,No,No,Yes,, ,,
2359,1997,51.22,1.401,7,1997,9,1997,25,NA,F,F,F,No,No,No,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,No,No,Yes,No pond. Weedkillers/fertilisers not used regularly, ,,
2360,1997,50.74,-1.816,6,1997,8,1997,26,30,F,T,T,No,No,Yes,Snail,20,3,1,1,1.3,0.6,0.25,NA,NA,NA,No,Yes,No,Fish have now been removed, ,,
2361,1997,51.577,0.172,7,1997,8,1997,12,15,F,T,T,Yes,Yes,Yes,NA,NA,9,NA,1,2.7,1.5,0.9,1.2,1.2,0.9,No,No,No,"Pond 1 has fish and filter box, pond 2 does not", ,,
2362,1997,51.667,0.279,7,1997,9,1997,40,15,T,F,T,Yes,No,Yes,Newt,several,NA,1,0,4.5,2.4,0.6,NA,NA,NA,No,No,No,"Has a 2nd pond, 15 yrs old", ,,
2363,1997,50.985,-1.385,7,1997,8,1997,8,15,F,T,F,No,Yes,No,NA,NA,5,NA,1,1.8,0.9,0.45,NA,NA,NA,No,No,No,, ,,
2364,1997,50.745,-1.798,8,1997,NA,1997,1,15,F,F,F,No,Yes,Yes,NA,NA,10,NA,1,2.4,1.2,0.75,NA,NA,NA,Yes,No,No,"Most of their fish died in spring '96 of ulceratic disease, the fish they have now are the offspring from these original fish", ,,
2365,1997,51.353,-0.264,6,1997,9,1997,10,30,F,F,F,No,Yes,No,NA,NA,NA,2,1,1.8,0.6,0.6,NA,NA,NA,No,Yes,No,"Have an excess of swimming 'pea-bugs'. One 2"" bright green spiked larvae - size of little finger, ID unknown", ,,
2366,1997,51.599,0.696,8,1997,9,1997,NA,NA,F,F,F,No,No,No,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,No,No,No,"Have no pond. Dead frogs in tropical greenhouse. Also, no chemicals used. Tap water automatically spawn in pot saucer, hatched '96, none '97.", ,,
2367,1997,51.434,0.374,3,1997,NA,1997,10,5,T,F,F,No,No,Yes,NA,NA,NA,NA,1,1.8,1,0.8,NA,NA,NA,No,Yes,No,, ,,
2368,1997,50.87,-1.044,4,1997,5,1997,12,5,F,F,F,No,Yes,Yes,NA,NA,NA,1.5,1,5.1,2.7,1.2,NA,NA,NA,No,Yes,No,, ,,
2369,1997,51.373,0.491,3,1997,NA,1997,4,5,F,F,T,Yes,Yes,No,NA,NA,4,NA,1,1.8,0.9,NA,NA,NA,NA,No,Yes,No,Currently has spawn in pond, ,,
2370,1997,51.885,-0.176,8,1997,9,1997,75,70,T,T,T,No,No,Yes,NA,NA,2,1,1,3.3,1.2,0.6,NA,NA,NA,No,No,No,,Some appeared to vomit blood and/or intestines ,,
2371,1997,51.61,0.115,10,1997,7,1997,5,5,T,F,T,Yes,No,Yes,NA,NA,3,NA,1,2.4,1.2,1,NA,NA,NA,No,Yes,No,Visited regularly by foxes, ,,
2372,1997,50.854,-0.993,4,1997,NA,1997,1,5,T,F,T,No,Yes,No,NA,NA,2,NA,1,3,1.5,0.5,1.5,1,0.6,No,No,No,, ,,
2373,1997,53.082,-1.158,7,1997,NA,1997,1,5,T,T,T,No,No,No,NA,NA,NA,NA,1,5,3,1,NA,NA,NA,No,No,No,, ,,
2374,1997,51.484,-0.275,5,1997,9,1997,2,5,F,T,F,Yes,Yes,No,NA,NA,1,NA,1,1.5,0.75,0.5,NA,NA,NA,No,No,No,, ,,
2375,1997,51.575,0.556,6,1997,NA,1997,20,50,T,T,T,No,No,No,NA,NA,5,NA,1,3,1.5,0.75,NA,NA,NA,No,No,No,First year they have died - only lived here 18 months. Only filled out first half of form., ,,
2376,1997,50.798,-0.02,4,1997,8,1997,22,15,F,F,F,No,No,Yes,NA,NA,NA,1,1,2.7,1.5,0.75,NA,NA,NA,No,No,No,, ,,
2377,1997,51.639,0.295,8,1997,9,1997,10,30,T,T,F,No,No,Yes,NA,NA,4,NA,0,3.6,2.4,0.6,NA,NA,NA,Yes,Yes,Yes,, ,,
2378,1997,50.732,-1.828,9,1997,NA,1997,6,15,F,F,F,No,No,No,NA,NA,NA,0.75,1,1.5,0.9,0.6,NA,NA,NA,No,No,No,, ,,
2379,1997,53.453,-2.145,5,1997,11,1997,4,5,F,T,T,No,No,No,NA,NA,3,NA,1,1.35,0.9,0.45,NA,NA,NA,No,No,No,, ,,
2380,1997,52.067,-2.629,3,1997,NA,1997,9,30,F,F,F,No,No,No,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,No,Yes,No,Spawn currently developing as normal. Frogs died within 1-2 weeks after spawning, ,,
2382,1997,51.565,0.473,7,1997,NA,1997,20,30,F,F,T,No,No,Yes,NA,NA,6,2,1,2.1,1.5,0.45,NA,NA,NA,Yes,Yes,No,Fish deaths were due to a fungus, ,,
2383,1997,53.407,-1.339,NA,1997,8,1997,1,5,F,F,F,No,No,No,NA,NA,NA,NA,1,1.5,1.2,0.9,NA,NA,NA,No,No,No,2 sinks and a bowl have been used for last 3 years, ,,
2384,1997,54.545,-1.579,7,1997,8,1997,20,30,F,F,F,No,Yes,Yes,NA,NA,NA,2,1,2,1.5,0.5,NA,NA,NA,Yes,Yes,Yes,"Have 2 oponds - one for fish, one for wildlife. Spawn moved next door to neighbours new pond.", ,,
2385,1997,50.858,-1.037,8,1997,10,1997,11,30,T,T,F,Yes,Yes,Yes,NA,NA,15,NA,1,2.7,1.7,0.6,NA,NA,NA,No,No,No,, ,,
2386,1997,50.861,-1.411,7,1997,8,1997,60,30,F,F,T,No,No,No,Water snails,NA,2,NA,1,1.8,1.5,NA,NA,NA,NA,No,No,No,"Discovered 30-35 dead frogs in silt when they drained the pond on advice of garden centres, after finding first dead frogs..", ,,
2387,1997,51.364,-0.146,NA,1997,8,1997,NA,30,F,F,F,No,Yes,Yes,NA,NA,2,NA,1,4.5,1.2,0.75,NA,NA,NA,No,Yes,No,, ,,
2388,1997,51.554,0.657,4,1997,7,1997,8,5,F,F,F,No,No,Yes,NA,NA,4,NA,1,2.4,1.2,0.9,NA,NA,NA,No,No,No,, ,,
2389,1997,51.348,-0.216,2,1997,7,1997,21,5,F,F,F,Yes,No,Yes,NA,NA,4,NA,1,0.9,1.2,0.9,NA,NA,NA,No,Yes,Yes,,Describes winter die off and possible summer ranavirus mortality >10 (winter) + >10 (summer).  Oxygenating weed died during winter of frog mortality,,
2390,1997,50.924,-1.421,7,1997,NA,1997,30,30,F,F,F,No,No,Yes,NA,NA,NA,2,1,2.7,1.2,0.6,NA,NA,NA,No,Yes,No,, ,,
2391,1997,51.797,-0.22,5,1997,9,1997,17,30,F,F,F,No,Yes,No,NA,NA,4,2,1,2.1,1.5,0.45,NA,NA,NA,No,Yes,No,Pond was drained and cleaned in April after failure of spawn., ,,More than 16 deaths this year
2392,1997,50.81,-0.515,4,1997,7,1997,4,5,F,F,F,No,No,No,NA,NA,4,2,0,0.85,0.75,0.35,NA,NA,NA,No,No,No,, ,,
2393,1997,50.874,-1.35,7,1997,9,1997,15,30,F,T,T,No,Yes,Yes,NA,NA,20,NA,1,3,"2,5",1,2.5,1.5,1,No,No,No,, ,,
2394,1997,52.491,-0.293,2,1997,6,1997,4,15,F,T,T,No,No,No,NA,NA,NA,NA,0,1,1,0.3,NA,NA,NA,No,No,No,Spawn moved out of pond last year., ,,
2395,1997,50.972,-1.587,4,1997,6,1997,4,50,F,F,F,No,Yes,Yes,NA,NA,NA,3,0,4,3,0.5,NA,NA,NA,No,Yes,No,Have 2 other ponds in which they used Medifin. Spawn eaten by Koi, ,,
2396,1997,51.341,0.513,7,1997,8,1997,10,5,T,F,F,No,Yes,Yes,NA,NA,2,NA,1,1.8,0.9,0.6,NA,NA,NA,No,No,No,Next door have a pond, ,,
2397,1997,51.635,-0.397,7,1997,9,1997,10,5,F,T,F,Yes,Yes,No,NA,NA,3,1,1,1.8,1.2,0.5,NA,NA,NA,No,No,No,, ,,
2398,1997,53.618,-0.967,9,1997,NA,1997,1,5,F,F,F,No,No,Yes,NA,NA,2,NA,1,1.2,0.9,NA,NA,NA,NA,No,No,Yes,, ,,
2399,1997,51.844,-1.406,3,1997,NA,1997,10,15,F,F,F,Yes,Yes,Yes,NA,NA,1,NA,0,3,2,1,NA,NA,NA,No,No,No,, ,,
2400,1997,51.489,-0.039,5,1997,7,1997,20,81,F,T,F,No,Yes,No,NA,NA,20,NA,1,5,3,1.5,NA,NA,NA,No,No,Yes,, ,,
2401,1997,51.054,-1.342,NA,1997,8,1997,25,30,T,T,T,Yes,No,Yes,NA,NA,NA,0.75,1,3.3,2.7,NA,NA,NA,NA,No,No,No,, ,,
2402,1997,51.431,-0.347,4,1997,5,1997,22,15,F,F,F,No,No,No,NA,NA,3,1,1,0.8,0.7,0.7,NA,NA,NA,No,No,No,, ,,
2403,1997,51.797,-0.223,6,1997,9,1997,16,5,F,F,F,No,Yes,No,NA,NA,NA,1,1,1.8,1.2,0.45,NA,NA,NA,No,Yes,Yes,"In 1996, all plants died but not animals. In May 1997 pond was emptied and refilled with tap water a restocked with plants.", ,,
2404,1997,50.801,-0.002,7,1997,8,1997,25,15,T,T,T,No,Yes,Yes,Newt,3,7,NA,1,1.8,1.8,0.9,NA,NA,NA,No,No,No,," In summer 1996, noticed frogs with red skin pigmentation. Unknown at the time, a pond 500yds up the road was experiencing mortality. In 1997, adult frogs dying. Attached diagram of location of neighbours ponds",,
2405,1997,50.731,-1.969,7,1997,9,1997,6,5,F,F,F,No,No,No,NA,NA,2,NA,1,1.8,1.2,0.9,NA,NA,NA,No,Yes,Yes,, ,,
2406,1997,51.274,1.083,6,1997,7,1997,3,5,F,F,F,No,No,No,NA,NA,4,2,1,1.5,1,0.5,NA,NA,NA,No,No,No,, ,,
2407,1997,50.844,-1.144,3,1997,4,1997,13,5,T,F,F,No,Yes,No,Newt,1,6,NA,0,2,1.5,1,NA,NA,NA,No,No,No,Used a car body resin to try and fix crack in the pond - leaked into the water. Several days later first dying frog found.  Male crested newt dead, ,,
2408,1997,50.842,-0.848,7,1997,8,1997,6,5,F,F,F,No,Yes,No,NA,NA,NA,NA,1,3.6,0.9,0.45,NA,NA,NA,No,Yes,Yes,, ,,
2409,1997,51.611,0.657,7,1997,NA,1997,30,50,T,F,F,Yes,No,Yes,NA,NA,NA,NA,1,3,3,1.2,NA,NA,NA,Yes,No,No,Pond backs onto fields. Has been quite a variation in the colouring in the frogs this year, ,,
2410,1997,51.61,0.507,9,1997,10,1997,40,70,T,F,T,No,No,Yes,NA,NA,NA,40,1,3,NA,NA,NA,NA,NA,No,No,No,, ,,
2411,1997,51.218,0.281,7,1997,9,1997,15,5,T,T,T,No,No,Yes,NA,NA,2,NA,1,3,2.4,1.2,NA,NA,NA,No,Yes,Yes,, ,,
2412,1997,51.514,0.605,7,1997,11,1997,3,5,F,F,F,Yes,No,Yes,NA,NA,NA,NA,1,2.4,1.8,0.9,NA,NA,NA,No,No,No,About a quarter of water in new pond was from the old pond, ,,
2413,1997,50.971,-0.866,NA,1997,NA,1997,3,15,F,F,F,Yes,Yes,Yes,Eels,5,1,1,0,300,240,1.2,NA,NA,NA,No,No,No,"Used to have a lot of toads about 5years ago, have not seen or heard any this year", ,,
2414,1997,51.359,-0.16,NA,1997,NA,1997,2,30,F,T,T,Yes,Yes,No,NA,NA,NA,NA,1,0.75,0.75,0.35,2.4,1,0.45,No,Yes,Yes,"Spawn failed in one pond, hatched in smaller pond", ,,
2415,1997,50.711,-1.944,8,1997,10,1997,12,15,T,F,F,Yes,Yes,Yes,NA,NA,6,NA,1,2.1,2.1,0.9,NA,NA,NA,No,No,No,"Some dead in water, some in sitting position on lilypads", ,,
2416,1997,51.368,-0.037,6,1997,9,1997,4,5,F,F,F,Yes,Yes,No,NA,NA,NA,NA,1,1.8,0.9,0.6,NA,NA,NA,No,Yes,No,Slug pellets and Toplawn fertiliser used once in May. Lots of garden snails - more than usual this year, ,,
2417,1997,51.876,-2.221,7,1997,10,1997,1,NA,F,F,F,No,No,Yes,Sparrow (nestling),1,4,0.3,1,3,2,0.6,NA,NA,NA,No,No,No,Spawn failed due to freezing, ,,
2418,1997,53.257,-2.15,7,1997,9,1997,25,15,F,F,F,No,No,Yes,NA,NA,5,NA,1,1.5,0.9,0.45,NA,NA,NA,No,No,No,, ,,
2419,1997,51.282,1.081,NA,1997,10,1997,3,50,T,T,F,Yes,Yes,Yes,NA,NA,NA,1,1,1.35,0.6,0.6,NA,NA,NA,No,No,No,"Has 2 ponds - one with fish, one without (has frogs, toads and newts). Toads healthy, but froglets die.", ,,
2420,1997,50.769,-1.986,9,1997,NA,1997,1,5,F,F,F,No,No,No,NA,NA,NA,NA,1,1.5,1,0.5,NA,NA,NA,No,Yes,No,, ,,
2421,1997,51.607,0.689,8,1997,NA,1997,30,50,T,T,T,Yes,No,Yes,NA,NA,NA,2,1,2.4,0.9,0.75,1.8,1.2,0.9,No,Yes,Yes,, ,,
2422,1997,51.627,0.432,7,1997,8,1997,21,5,T,T,F,Yes,No,Yes,NA,NA,3,1.5,1,2.7,1.2,0.6,1.8,1.5,0.45,Yes,No,No,, ,,
2423,1997,51.563,-0.232,5,1997,NA,1997,2,30,T,F,F,Yes,Yes,Yes,NA,NA,2,NA,1,2.4,2.4,0.45,NA,NA,NA,No,No,No,"Just before frog mortality, 2 tench died (a few days after purchase). Also found a dead shubunkin (died the day after purchase - was sucking air at the surface).", ,,
2424,1997,50.843,-0.814,7,1997,10,1997,51,5,T,F,F,No,No,No,NA,NA,1,NA,1,0.9,0.6,0.45,NA,NA,NA,No,No,No,, ,,More than 50 deaths this year
2425,1997,51.403,-0.853,2,1997,3,1997,14,70,F,F,F,Yes,Yes,Yes,NA,NA,9,6,1,4,3,0.8,NA,NA,NA,No,No,No,Too early to give indication of tadpole development, ,,
2426,1997,51.495,0.34,4,1997,6,1997,5,15,F,F,F,Yes,Yes,Yes,NA,NA,6,NA,1,3.4,1.41,0.45,NA,NA,NA,No,Yes,Yes,, ,,
2427,1997,51.881,-2.055,4,1997,7,1997,14,30,F,F,F,Yes,Yes,Yes,NA,NA,4,0.5,0,1.5,0.9,0.5,3.2,2.25,1,No,No,No,Have 3 ponds in total, ,,
2428,1997,51.102,-0.204,7,1997,9,1997,43,15,T,F,F,No,Yes,Yes,NA,NA,3,NA,1,3,0.9,0.75,NA,NA,NA,Yes,No,No,All frogs seem to have died, ,,
2429,1997,51.547,0.207,4,1997,NA,1997,6,5,F,F,T,Yes,No,No,NA,NA,5,1,1,2,2,0.5,NA,NA,NA,No,No,No,, ,,
2430,1997,51.637,0.055,7,1997,8,1997,4,5,F,T,F,No,No,Yes,NA,NA,NA,NA,1,1.8,1.2,0.45,NA,NA,NA,Yes,No,Yes,, ,,
2431,1997,51.22,1.391,6,1997,7,1997,50,70,T,F,T,No,Yes,Yes,NA,NA,5,3,1,1.5,1.5,0.75,NA,NA,NA,No,No,No,"Some tadpoles died with legs, some alive", ,,
2432,1997,50.852,-1.411,7,1997,NA,1997,5,5,T,T,F,Yes,Yes,No,NA,NA,NA,1,0,1.8,1.2,1.2,NA,NA,NA,No,No,Yes,Newts seem unaffected., ,,
2433,1997,51.046,0.224,5,1997,8,1997,6,5,T,T,T,Yes,Yes,No,NA,NA,1,NA,0,1.8,1,0.45,NA,NA,NA,No,No,No,For 5-6 years have had no spawn so imported it from field nearby. This year had one blob but newts ate it. People who don't like frogs in their gardens bring them to this pond., ,,
2434,1997,51.44,0.341,2,1997,4,1997,4,30,F,F,F,No,Yes,No,NA,NA,5,NA,1,2,1.3,1.3,NA,NA,NA,No,No,No,Has 2 more wildlife ponds, ,,
2435,1997,51.007,-0.109,6,1997,8,1997,10,15,T,F,T,No,No,No,NA,NA,NA,6,1,1.8,0.9,0.75,NA,NA,NA,No,No,No,, ,,
2436,1997,51.526,0.559,7,1997,NA,1997,40,50,F,F,F,No,Yes,Yes,NA,NA,NA,1,1,2.4,1.8,0.6,NA,NA,NA,No,No,No,, ,,
2437,1997,51.554,-0.2,NA,1997,9,1997,5,5,F,F,F,No,No,No,NA,NA,NA,6,1,1.2,1.2,0.45,NA,NA,NA,No,No,No,, ,,
2438,1997,50.843,-0.816,4,1997,6,1997,15,15,F,F,T,No,No,Yes,NA,NA,NA,3,0,3,1.5,1,NA,NA,NA,No,No,No,Adjacent field may well be treated with chemicals. Neighbour had frog deaths in pond before deaths in this pond - followed replacing some Koi carp which had died inexplicably., ,,
2439,1997,51.774,0.108,7,1997,8,1997,15,15,T,F,F,No,Yes,Yes,Newt,1,1,NA,1,3,1.8,0.6,NA,NA,NA,Yes,No,Yes,, ,,
2440,1997,51.614,0.512,6,1997,8,1997,24,30,F,F,F,No,No,Yes,NA,NA,NA,3,1,1.5,2.5,0.75,NA,NA,NA,Yes,No,No,"Dead frogs do not always have same symptoms. Have a UV filter. pH tested, all fine.", ,,
2441,1997,51.4,-0.297,5,1997,6,1997,3,NA,F,F,F,No,No,No,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,No,No,No,Have no pond. Garden to rear has pond., ,,
2442,1997,50.861,-1.183,5,1997,6,1997,22,30,F,F,T,No,Yes,Yes,NA,NA,3,NA,1,3,2,1.3,NA,NA,NA,No,Yes,No,, ,,
2443,1997,50.859,-1.192,6,1997,9,1997,15,30,F,F,F,No,No,No,Water snails,NA,NA,10,1,3,0.9,0.6,0.75,0.75,NA,No,No,Yes,"Snails died off in main pond, but now appear to be recovering", ,,
2444,1997,50.851,-1.21,3,1997,NA,1997,1,5,F,T,F,No,No,Yes,NA,NA,3,NA,1,3,2,1,NA,NA,NA,No,No,No,, ,,
2445,1997,50.821,-0.413,6,1997,8,1997,12,NA,F,F,F,No,No,No,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,No,Yes,No,Has no pond, ,,
2446,1997,51.22,0.28,8,1997,9,1997,6,NA,F,F,F,No,No,Yes,NA,NA,NA,NA,1,2.4,1.2,0.9,NA,NA,NA,No,Yes,No,Relined pond this year, ,,
2447,1997,53.689,-1.822,8,1997,NA,1997,1,NA,F,F,F,No,No,No,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,No,No,No,Has no pond, ,,
2448,1997,51.906,0.197,6,1997,NA,1997,1,5,T,T,F,Yes,Yes,Yes,NA,NA,4,NA,0,3.5,2.25,1,NA,NA,NA,No,Yes,Yes,Lost fish when pond frozen, ,,
2449,1997,51.213,-0.816,5,1997,9,1997,10,50,F,F,F,No,Yes,Yes,Rat,NA,40,NA,1,3.6,1.8,0.9,NA,NA,NA,No,No,No,, ,,
2450,1997,51.586,-0.383,7,1997,8,1997,20,30,F,F,F,No,No,No,NA,NA,10,NA,1,2.1,0.9,1.2,NA,NA,NA,No,No,No,, ,,
2451,1997,51.554,0.621,3,1997,NA,1997,3,5,F,F,F,No,No,Yes,NA,NA,NA,NA,1,3,1,1,NA,NA,NA,No,Yes,Yes,, ,,
2452,1997,51.646,0.068,5,1997,6,1997,2,50,F,T,T,Yes,Yes,Yes,NA,NA,NA,NA,1,2,1.5,0.5,NA,NA,NA,No,Yes,No,, ,,
2453,1997,52.313,-1.52,NA,1997,3,1997,36,15,F,T,T,No,No,No,Blackbird,1,100,3,1,2,1.5,0.5,1,0.5,0.25,No,No,No,, ,,
2454,1997,50.848,-1.061,NA,1997,NA,1997,2,5,F,F,F,No,Yes,Yes,NA,NA,5,NA,1,3,2,0.75,NA,NA,NA,No,No,Yes,, ,,
2455,1997,51.557,0.674,8,1996,3,1997,2,5,T,T,F,Yes,No,Yes,NA,NA,1,NA,1,2.2,1.8,0.7,NA,NA,NA,No,Yes,No,, ,,
2456,1997,50.839,-0.401,2,1997,3,1997,150,200,F,F,F,No,Yes,Yes,NA,NA,NA,3,1,3,2,1,NA,NA,NA,No,No,No,, ,,
2457,1997,50.82,-0.411,6,1997,9,1997,32,30,T,T,F,No,No,Yes,NA,NA,10,NA,1,2.7,1.8,0.45,NA,NA,NA,No,No,Yes,No fish died this year. Frogs died in and out of the pond, ,,
2458,1997,51.617,0.533,7,1997,8,1997,12,50,T,F,F,No,No,Yes,NA,NA,4,NA,0,5.1,2.4,1.2,NA,NA,NA,No,No,No,"Next door have a pond, have found a similar number of dead frogs. Also found dead frogs during winter", ,,
2459,1997,51.59,0.607,NA,1997,8,1997,3,5,F,F,T,No,Yes,Yes,NA,NA,NA,NA,1,1.8,1.8,0.9,NA,NA,NA,Yes,No,No,"Newts seem fine. Very few frogs this year - usually 20+, only 6-8 this year.", ,,
2460,1997,51.211,0.297,7,1997,8,1997,NA,15,F,F,F,No,Yes,Yes,NA,NA,5,NA,1,2.4,1.8,0.9,1.8,1.2,0.9,No,No,No, Some found in water but mostly on lawn. Pond consists of 3 joined together," Those that were pale in colour were bloated, those that were thin were very dark and shiny looking (almost like plastic).",,
2461,1997,50.843,-1.193,2,1997,4,1997,8,70,F,F,T,No,No,Yes,NA,NA,4,NA,1,2,1.5,0.5,NA,NA,NA,No,No,No,Tadpoles only recently hatched, ,,
2462,1997,50.67,-3.587,4,1997,5,1997,1,15,F,F,F,Yes,Yes,Yes,NA,NA,4,1,0,NA,NA,NA,NA,NA,NA,No,No,Yes,In 1996 several hundred died, ,,
2463,1997,51.581,-0.117,4,1997,5,1997,3,NA,F,F,F,No,Yes,No,NA,NA,NA,1,1,1.83,1.12,0.23,NA,NA,NA,No,No,Yes,"First year in the flat, so don't know history. 2 of the frogs were bloated, one was normal and bu pond edge, other was dried out in flower border.", ,,
2464,1997,51.596,0.692,3,1997,NA,1997,1,15,F,F,F,No,Yes,No,NA,NA,NA,1,1,3,2,1,NA,NA,NA,No,No,No,, ,,
2465,1997,50.734,-0.782,4,1997,NA,1997,26,30,F,F,F,Yes,Yes,Yes,NA,NA,NA,NA,0,6,4,1,NA,NA,NA,No,No,No,"Deaths occurred in a matter of days. Fish, toads and newts appear unaffected", ,,More than 25 deaths this year
2466,1997,51.265,0.18,3,1997,6,1997,7,5,T,T,T,Yes,Yes,Yes,NA,NA,7,NA,1,1.5,0.9,0.3,2.7,1.8,0.9,No,No,No,Fish in pond 2 only. Pond snails have been greatly depleted, ,,
2467,1997,50.894,-1.03,6,1997,7,1997,10,15,F,F,F,Yes,Yes,No,NA,NA,20,NA,1,4.2,2.7,0.6,3.6,1.8,NA,No,No,Yes,"Moved spawn from one pond to the other, but has not imported any", ,,
2468,1997,51.888,0.876,NA,1997,NA,1997,6,30,F,F,F,Yes,Yes,Yes,NA,NA,NA,48,1,2.4,1.8,0.6,NA,NA,NA,Yes,No,No,, ,,
2469,1997,52.05,-0.03,3,1997,10,1997,10,30,F,F,F,No,Yes,No,NA,NA,4,NA,1,2.7,1.5,0.45,NA,NA,NA,No,No,No,Has 2 ponds - details provided about oldest pond. Other is 13 years old., ,,
2471,1997,50.86,-1.411,7,1997,9,1997,15,15,F,F,F,No,No,Yes,Goldfish,1,2,NA,1,2.4,2.4,0.75,NA,NA,NA,No,Yes,No,"Have not used slug bait this year, bought plants from garden centre 10 years ago.", ,,
2472,1997,50.843,-0.815,5,1997,8,1997,16,5,F,F,F,No,Yes,No,NA,NA,NA,1,1,6,2,NA,NA,NA,NA,No,No,No,, ,,
2473,1997,51.611,-0.007,3,1997,NA,1997,50,50,F,F,F,Yes,Yes,No,NA,NA,NA,NA,1,1.5,1.5,0.9,NA,NA,NA,No,Yes,No,, ,,
2474,1997,51.478,-2.798,10,1996,3,1997,18,15,F,F,F,No,Yes,Yes,NA,NA,4,2,1,4,3,1,NA,NA,NA,No,No,No,, ,,
2475,1997,50.854,-0.969,5,1997,6,1997,1,5,F,F,T,No,No,No,NA,NA,2,1,1,1.35,1.35,0.45,NA,NA,NA,No,Yes,Yes,,1 or sometimes 2 rear legs missing ,,
2476,1997,50.849,-1.05,8,1997,NA,1997,24,5,F,F,F,No,No,Yes,NA,NA,NA,3,1,4.2,1.8,0.75,NA,NA,NA,No,Yes,No,Lethargic frogs die within hours. Pond relined this year.Neighbour lost all their frogs + 2 toads, ,,
2477,1997,51.634,0.059,8,1997,9,1997,15,30,T,T,T,Yes,Yes,Yes,NA,NA,4,NA,0,1.8,2.4,0.8,NA,NA,NA,Yes,No,No,Still finding dead frogs in garden in flowers, ,,
2478,1997,51.425,-0.145,5,1997,6,1997,2,5,F,F,F,No,No,No,NA,NA,NA,1,1,1,0.5,0.8,NA,NA,NA,No,No,No,Tadpoles still developing, ,,
2479,1997,51.216,0.296,7,1997,9,1997,10,5,F,F,F,No,Yes,Yes,NA,NA,2,1,1,1.8,1.5,0.6,NA,NA,NA,Yes,Yes,No,, ,,
2480,1997,50.754,-1.868,4,1997,8,1997,8,5,F,F,F,No,No,Yes,NA,NA,NA,NA,1,2.4,1.2,1.2,NA,NA,NA,No,Yes,Yes,Pond compeltely drained in May '97 and painted with sealer - left for 3 weeks then scrubbed before refilling. Made a temporary pond alongside., ,,
2481,1997,51.478,0.344,6,1997,8,1997,7,15,T,T,T,Yes,Yes,No,NA,NA,2,1.5,1,4,4,2.5,NA,NA,NA,No,No,No,, ,,
2482,1997,50.737,-1.73,8,1997,9,1997,11,5,F,F,F,No,No,Yes,NA,NA,NA,NA,1,2.4,1.8,NA,NA,NA,NA,No,No,No,, ,,
2483,1997,51.56,0.701,6,1997,7,1997,28,30,T,F,T,Yes,Yes,Yes,Toad,1,NA,NA,1,2,1,0.6,NA,NA,NA,No,No,No,, Toad showing some of the same discolouration of skin like frogs,,
2484,1997,50.841,-0.284,7,1997,9,1997,5,15,T,F,F,No,No,Yes,NA,NA,NA,3,1,5,2.5,0.5,NA,NA,NA,No,Yes,Yes,, ,,
2485,1997,51.314,-0.088,5,1997,NA,1997,3,5,F,T,F,Yes,Yes,No,Bird,1,NA,NA,1,1,0.5,0.45,NA,NA,NA,No,Yes,No,, ,,
